"procarnumcod","fromarportcod","toarportcod","spacod","UpliftRestrictions","ThroughSPAflag","MultilateralCarrier","InvoluntaryRerouted","InvoluntaryEndorsed","Indemnification","sidetrip","originalreissueflg","Transportation","ownSurchargebilling","mixedclassoptions","sectorFareComponent","spaoncodeshare","OALsurchargebilling","spashareflag","FRMLAT","FRMLON","TOOLAT","TOOLON","bilamt","bilcnt","outcome"
"001","CHA","DFW","17","A","I","A","Q","E","Q","E","U","E","E","M","E","M","Q","M","35.035301210","-85.203796390","32.896801000","-97.038002000","165.32","2","0"
"005","IAH","MAF","10","A","I","A","Q","E","Q","E","U","E","E","M","E","M","Q","M","29.984399800","-95.341400150","31.942499160","-102.202003500","165.39","3","1"
"006","MDT","CVG","8","E","A","E","Q","U","Q","Q","A","Q","I","E","I","E","M","E","40.193500520","-76.763397220","39.048801420","-84.667800900","165.45","3","1"
"006","MDW","MSP","11","E","A","E","Q","U","Q","Q","A","Q","I","E","I","E","M","E","41.785999000","-87.752403000","44.882000000","-93.221802000","165.46","3","1"
"838","YKA","YYC","15","E","A","E","Q","U","Q","Q","A","Q","I","E","I","E","M","E","50.702201840","-120.444000200","51.113899230","-114.019996600","165.47","6","1"
"001","ATL","MIA","24","E","A","E","Q","U","Q","Q","A","Q","I","E","I","E","M","E","33.636700000","-84.428101000","25.793199540","-80.290603640","165.48","1","0"
"000","HND","MNL","2","E","A","E","Q","U","Q","Q","A","Q","I","E","I","E","M","E","35.552299000","139.779999000","14.508600000","121.019997000","165.5","1","0"
"006","DEN","SLC","21","E","A","E","Q","U","Q","Q","A","Q","I","E","I","E","M","E","39.861698150","-104.672996500","40.788398740","-111.977996800","165.54","1","0"
"006","MNL","CGK","19","E","A","E","Q","U","Q","Q","A","Q","I","E","I","E","M","E","14.508600000","121.019997000","-6.125569820","106.655998200","165.6","1","0"
"001","SHV","DFW","11","E","A","E","Q","U","Q","Q","A","Q","I","E","I","E","M","E","32.446602000","-93.825600000","32.896801000","-97.038002000","165.74","3","1"
"838","LAX","YYC","15","E","A","E","Q","U","Q","Q","A","Q","I","E","I","E","M","E","33.942501070","-118.407997100","51.113899230","-114.019996600","165.8","2","0"
"006","IAH","MSP","21","E","A","E","Q","U","Q","Q","A","Q","I","E","I","E","M","E","29.984399800","-95.341400150","44.882000000","-93.221802000","165.98","2","0"
"043","HKG","BKI","33","E","A","E","Q","U","Q","Q","A","Q","I","E","I","E","M","E","22.308901000","113.915001000","5.937210083","116.051002500","166","1","0"
"006","MSP","LGA","17","A","M","A","Q","A","Q","M","U","M","E","A","E","I","I","I","44.882000000","-93.221802000","40.777198790","-73.872596740","145.4","2","0"
"211","GES","CEB","44","A","M","A","Q","A","Q","M","U","M","E","A","E","I","I","I","6.058000088","125.096000700","10.307499890","123.978996300","145.45","3","1"
"006","ATL","MOB","20","A","M","A","Q","A","Q","M","U","M","E","A","E","I","I","I","33.636700000","-84.428101000","30.691200260","-88.242797850","145.5","1","0"
"001","STL","NYC","7","A","M","A","Q","A","Q","M","U","M","E","A","E","I","I","I","38.748697000","-90.370003000","62.110001000","65.614998000","145.54","2","0"
"205","NGO","AXT","5","A","M","A","Q","A","Q","M","U","M","E","A","E","I","I","I","34.858398440","136.804992700","39.615600590","140.218994100","145.56","1","0"
"006","SRQ","ATL","20","A","M","A","Q","A","Q","M","U","M","E","A","E","I","I","I","27.395399090","-82.554397580","33.636700000","-84.428101000","145.65","2","0"
"205","BKK","MNL","4","U","M","U","U","U","U","M","I","M","A","U","A","A","A","A","13.681099890","100.747001600","14.508600000","121.019997000","231.71","5","1"
"027","ANC","SEA","7","U","M","U","U","U","U","M","I","M","A","U","A","A","A","A","61.174400330","-149.996002200","47.449001000","-122.308998000","231.74","2","0"
"006","SLC","ELP","21","U","M","U","U","U","U","M","I","M","A","U","A","A","A","A","40.788398740","-111.977996800","31.807199480","-106.377998400","231.8","2","0"
"607","MNL","DPS","42","U","M","U","U","U","U","M","I","M","A","U","A","A","A","A","14.508600000","121.019997000","-8.748169899","115.166999800","231.98","2","0"
"173","OGG","KOA","54","U","M","U","U","U","U","M","I","M","A","U","A","A","A","A","20.898600000","-156.429993000","19.738783000","-156.045603000","232","1","0"
"006","PHL","SLC","11","U","M","U","U","U","U","M","I","M","A","U","A","A","A","A","39.871898650","-75.241096500","40.788398740","-111.977996800","232.1","1","0"
"006","CVG","BDL","4","U","M","U","U","U","U","M","I","M","A","U","A","A","A","A","39.048801420","-84.667800900","41.938899990","-72.683197020","232.17","6","1"
"006","MSP","DTW","13","U","M","U","U","U","U","M","I","M","A","U","A","A","A","A","44.882000000","-93.221802000","42.212398530","-83.353401180","232.35","5","1"
"006","SBN","ATL","21","U","M","U","U","U","U","M","I","M","A","U","A","A","A","A","41.708698270","-86.317298890","33.636700000","-84.428101000","232.4","1","0"
"006","JAX","LAX","11","U","M","U","U","U","U","M","I","M","A","U","A","A","A","A","30.494100570","-81.687896730","33.942501070","-118.407997100","232.57","1","0"
"006","MKE","ATL","21","U","M","U","U","U","U","M","I","M","A","U","A","A","A","A","42.947200780","-87.896598820","33.636700000","-84.428101000","232.62","4","1"
"006","ATL","MDT","8","U","M","U","U","U","U","M","I","M","A","U","A","A","A","A","33.636700000","-84.428101000","40.193500520","-76.763397220","232.64","4","1"
"550","SGN","DAD","1","U","M","U","U","U","U","M","I","M","A","U","A","A","A","A","10.818799970","106.652000400","16.043899540","108.198997500","232.74","8","2"
"838","YHZ","YQY","10","U","M","U","U","U","U","M","I","M","A","U","A","A","A","A","44.880798340","-63.508598330","46.161400000","-60.047798000","232.84","9","2"
"001","LAX","BNA","20","U","M","U","U","U","U","M","I","M","A","U","A","A","A","A","33.942501070","-118.407997100","36.124500270","-86.678199770","232.92","1","0"
"006","TUL","MSP","11","U","M","U","U","U","U","M","I","M","A","U","A","A","A","A","36.198398590","-95.888099670","44.882000000","-93.221802000","232.98","5","1"
"829","USM","CNX","20","U","M","U","U","U","U","M","I","M","A","U","A","A","A","A","9.547789574","100.061996500","18.766799930","98.962600710","233","1","0"
"006","DTW","RDU","15","U","M","U","U","U","U","M","I","M","A","U","A","A","A","A","42.212398530","-83.353401180","35.877601620","-78.787498470","233.05","5","1"
"607","AUH","MED","21","U","M","U","U","U","U","M","I","M","A","U","A","A","A","A","24.433000560","54.651100160","24.553400000","39.705101000","233.26","2","0"
"005","BWI","IAH","9","U","M","U","U","U","U","M","I","M","A","U","A","A","A","A","39.175400000","-76.668297000","29.984399800","-95.341400150","233.28","2","0"
"001","JFK","SAN","18","U","M","U","U","U","U","M","I","M","A","U","A","A","A","A","40.639801030","-73.778900150","32.733600620","-117.190002400","233.29","1","0"
"001","IND","LAX","20","U","M","U","U","U","U","M","I","M","A","U","A","A","A","A","39.717300000","-86.294403000","33.942501070","-118.407997100","233.46","1","0"
"098","BHO","DEL","5","U","M","U","U","U","U","M","I","M","A","U","A","A","A","A","23.287500380","77.337402340","28.566500000","77.103104000","233.75","3","1"
"781","TNA","SHA","6","U","M","U","U","U","U","M","I","M","A","U","A","A","A","A","36.857200620","117.216003400","31.197900770","121.335998500","233.8","1","0"
"006","MIA","ATL","21","Q","Q","Q","M","U","M","A","U","A","U","I","U","E","M","E","25.793199540","-80.290603640","33.636700000","-84.428101000","204.24","1","0"
"838","YQR","YWG","1","Q","Q","Q","M","U","M","A","U","A","U","I","U","E","M","E","50.431900020","-104.666000400","49.909999850","-97.239898680","204.25","4","1"
"005","IAH","BRO","8","Q","Q","Q","M","U","M","A","U","A","U","I","U","E","M","E","29.984399800","-95.341400150","25.906799320","-97.425903320","204.32","5","1"
"001","JFK","DCA","18","Q","Q","Q","M","U","M","A","U","A","U","I","U","E","M","E","40.639801030","-73.778900150","38.852100000","-77.037697000","204.35","5","1"
"838","YYC","YYT","13","Q","Q","Q","M","U","M","A","U","A","U","I","U","E","M","E","51.113899230","-114.019996600","47.618598940","-52.751899720","204.53","1","0"
"001","DFW","AUS","24","Q","Q","Q","M","U","M","A","U","A","U","I","U","E","M","E","32.896801000","-97.038002000","30.194499970","-97.669898990","204.53","3","1"
"006","MSP","JAX","20","Q","Q","Q","M","U","M","A","U","A","U","I","U","E","M","E","44.882000000","-93.221802000","30.494100570","-81.687896730","204.54","3","1"
"001","KIX","CEB","8","Q","Q","Q","M","U","M","A","U","A","U","I","U","E","M","E","34.427299500","135.244003300","10.307499890","123.978996300","204.56","3","1"
"005","IAH","MCI","1","Q","Q","Q","M","U","M","A","U","A","U","I","U","E","M","E","29.984399800","-95.341400150","39.297600000","-94.713898000","204.56","4","1"
"607","TPE","MNL","36","Q","Q","Q","M","U","M","A","U","A","U","I","U","E","M","E","25.077700000","121.233002000","14.508600000","121.019997000","204.68","4","1"
"607","MNL","TPE","36","Q","Q","Q","M","U","M","A","U","A","U","I","U","E","M","E","14.508600000","121.019997000","25.077700000","121.233002000","204.68","4","1"
"001","TLH","DFW","20","Q","Q","Q","M","U","M","A","U","A","U","I","U","E","M","E","30.396499630","-84.350303650","32.896801000","-97.038002000","204.75","1","0"
"005","BHM","IAH","8","Q","Q","Q","M","U","M","A","U","A","U","I","U","E","M","E","33.562900540","-86.753501890","29.984399800","-95.341400150","204.84","3","1"
"001","BOS","JFK","16","Q","Q","Q","M","U","M","A","U","A","U","I","U","E","M","E","42.364299770","-71.005203250","40.639801030","-73.778900150","204.89","6","1"
"169","IAO","CEB","1","Q","Q","Q","M","U","M","A","U","A","U","I","U","E","M","E","9.859100000","126.014000000","10.307499890","123.978996300","204.96","1","0"
"603","PEK","MNL","9","Q","Q","Q","M","U","M","A","U","A","U","I","U","E","M","E","40.080101010","116.584999100","14.508600000","121.019997000","205","1","0"
"001","ORF","LAX","11","Q","Q","Q","M","U","M","A","U","A","U","I","U","E","M","E","36.894599910","-76.201202390","33.942501070","-118.407997100","205","1","0"
"984","SFO","AUS","2","Q","Q","Q","M","U","M","A","U","A","U","I","U","E","M","E","37.618999480","-122.375000000","30.194499970","-97.669898990","205","1","0"
"043","MNL","PPS","37","Q","Q","Q","M","U","M","A","U","A","U","I","U","E","M","E","14.508600000","121.019997000","9.742119789","118.759002700","205","3","1"
"005","MAF","IAH","9","Q","Q","Q","M","U","M","A","U","A","U","I","U","E","M","E","31.942499160","-102.202003500","29.984399800","-95.341400150","205.22","4","1"
"001","MIA","BOS","18","Q","Q","Q","M","U","M","A","U","A","U","I","U","E","M","E","25.793199540","-80.290603640","42.364299770","-71.005203250","205.3","2","0"
"006","SLC","COS","13","Q","Q","Q","M","U","M","A","U","A","U","I","U","E","M","E","40.788398740","-111.977996800","38.805801000","-104.700996000","205.32","2","0"
"176","MAN","DXB","46","Q","Q","Q","M","U","M","A","U","A","U","I","U","E","M","E","53.353698730","-2.274950027","25.252799990","55.364398960","205.33","1","0"
"176","MAN","DXB","47","Q","Q","Q","M","U","M","A","U","A","U","I","U","E","M","E","53.353698730","-2.274950027","25.252799990","55.364398960","205.33","1","0"
"006","ATL","HOU","8","Q","Q","Q","M","U","M","A","U","A","U","I","U","E","M","E","33.636700000","-84.428101000","29.645399090","-95.278900150","205.45","3","1"
"781","TAO","SHA","8","Q","Q","Q","M","U","M","A","U","A","U","I","U","E","M","E","36.266101840","120.374000500","31.197900770","121.335998500","205.54","2","0"
"001","LAX","PDX","22","Q","Q","Q","M","U","M","A","U","A","U","I","U","E","M","E","33.942501070","-118.407997100","45.588699340","-122.597999600","205.63","1","0"
"838","YVR","YUL","16","Q","Q","Q","M","U","M","A","U","A","U","I","U","E","M","E","49.193901060","-123.183998100","45.470600130","-73.740798950","205.64","1","0"
"005","CLE","YYZ","9","Q","Q","Q","M","U","M","A","U","A","U","I","U","E","M","E","41.411701200","-81.849800110","43.677200320","-79.630599980","205.65","5","1"
"005","DTW","IAH","1","Q","Q","Q","M","U","M","A","U","A","U","I","U","E","M","E","42.212398530","-83.353401180","29.984399800","-95.341400150","205.72","3","1"
"838","HNL","YVR","12","Q","Q","Q","M","U","M","A","U","A","U","I","U","E","M","E","21.320620000","-157.924228000","49.193901060","-123.183998100","205.76","1","0"
"063","CEB","MNL","6","Q","Q","Q","M","U","M","A","U","A","U","I","U","E","M","E","10.307499890","123.978996300","14.508600000","121.019997000","205.8","1","0"
"001","BOS","CLT","20","Q","Q","Q","M","U","M","A","U","A","U","I","U","E","M","E","42.364299770","-71.005203250","35.214000700","-80.943099980","205.8","1","0"
"001","TAC","MNL","24","Q","Q","Q","M","U","M","A","U","A","U","I","U","E","M","E","11.228035000","125.027761000","14.508600000","121.019997000","205.8","2","0"
"176","DXB","DMM","56","Q","Q","Q","M","U","M","A","U","A","U","I","U","E","M","E","25.252799990","55.364398960","26.471200940","49.797901150","205.89","3","1"
"205","NGO","MNL","11","Q","Q","Q","M","U","M","A","U","A","U","I","U","E","M","E","34.858398440","136.804992700","14.508600000","121.019997000","205.92","4","1"
"001","MCI","ORD","11","Q","Q","Q","M","U","M","A","U","A","U","I","U","E","M","E","39.297600000","-94.713898000","41.978600000","-87.904800000","205.98","4","1"
"006","MEM","MSY","11","Q","Q","Q","M","U","M","A","U","A","U","I","U","E","M","E","35.042400360","-89.976699830","29.993400570","-90.258003230","206.16","3","1"
"695","TPE","HKG","14","I","U","I","I","Q","I","Q","A","Q","A","I","A","M","Q","M","25.077700000","121.233002000","22.308901000","113.915001000","206.18","3","1"
"005","MAF","IAH","8","I","U","I","I","Q","I","Q","A","Q","A","I","A","M","Q","M","31.942499160","-102.202003500","29.984399800","-95.341400150","206.2","4","1"
"006","ALB","DTW","17","I","U","I","I","Q","I","Q","A","Q","A","I","A","M","Q","M","42.748298650","-73.801696780","42.212398530","-83.353401180","206.22","4","1"
"005","SJO","IAH","9","I","U","I","I","Q","I","Q","A","Q","A","I","A","M","Q","M","9.993860245","-84.208801270","29.984399800","-95.341400150","206.26","1","0"
"006","ATL","CMH","20","I","U","I","I","Q","I","Q","A","Q","A","I","A","M","Q","M","33.636700000","-84.428101000","39.998001000","-82.891899000","206.29","1","0"
"001","DCA","MSY","20","I","U","I","I","Q","I","Q","A","Q","A","I","A","M","Q","M","38.852100000","-77.037697000","29.993400570","-90.258003230","206.4","1","0"
"838","YYC","YKF","11","I","U","I","I","Q","I","Q","A","Q","A","I","A","M","Q","M","51.113899230","-114.019996600","43.460800170","-80.378601070","206.42","1","0"
"001","LAX","STL","20","I","U","I","I","Q","I","Q","A","Q","A","I","A","M","Q","M","33.942501070","-118.407997100","38.748697000","-90.370003000","206.46","1","0"
"006","MSP","MSN","15","I","U","I","I","Q","I","Q","A","Q","A","I","A","M","Q","M","44.882000000","-93.221802000","43.139900210","-89.337501530","206.5","5","1"
"001","TPA","ORD","7","I","U","I","I","Q","I","Q","A","Q","A","I","A","M","Q","M","27.975500110","-82.533203130","41.978600000","-87.904800000","206.62","3","1"
"169","CEB","IAO","1","I","U","I","I","Q","I","Q","A","Q","A","I","A","M","Q","M","10.307499890","123.978996300","9.859100000","126.014000000","206.65","1","0"
"006","DCA","CVG","6","I","U","I","I","Q","I","Q","A","Q","A","I","A","M","Q","M","38.852100000","-77.037697000","39.048801420","-84.667800900","206.73","6","1"
"001","KIN","MIA","16","I","U","I","I","Q","I","Q","A","Q","A","I","A","M","Q","M","17.935699460","-76.787498470","25.793199540","-80.290603640","206.84","3","1"
"006","PIT","ATL","21","I","U","I","I","Q","I","Q","A","Q","A","I","A","M","Q","M","40.491500850","-80.232902530","33.636700000","-84.428101000","207","1","0"
"001","BNA","LAX","20","I","U","I","I","Q","I","Q","A","Q","A","I","A","M","Q","M","36.124500270","-86.678199770","33.942501070","-118.407997100","207.04","1","0"
"006","MEM","JAN","15","I","U","I","I","Q","I","Q","A","Q","A","I","A","M","Q","M","35.042400360","-89.976699830","32.311199190","-90.075897220","207.09","4","1"
"006","CMH","ATL","21","I","U","I","I","Q","I","Q","A","Q","A","I","A","M","Q","M","39.998001000","-82.891899000","33.636700000","-84.428101000","207.13","3","1"
"006","IAH","ATL","11","I","U","I","I","Q","I","Q","A","Q","A","I","A","M","Q","M","29.984399800","-95.341400150","33.636700000","-84.428101000","207.15","4","1"
"006","DCA","ATL","13","I","U","I","I","Q","I","Q","A","Q","A","I","A","M","Q","M","38.852100000","-77.037697000","33.636700000","-84.428101000","207.2","2","0"
"176","MXP","DXB","35","I","U","I","I","Q","I","Q","A","Q","A","I","A","M","Q","M","45.630600000","8.728110000","25.252799990","55.364398960","207.26","1","0"
"006","EWR","ATL","8","E","E","E","I","E","I","E","U","E","M","Q","M","A","Q","A","40.692501070","-74.168701170","33.636700000","-84.428101000","57.2","1","0"
"006","LGA","ATL","8","E","E","E","I","E","I","E","U","E","M","Q","M","A","Q","A","40.777198790","-73.872596740","33.636700000","-84.428101000","57.2","1","0"
"006","CVG","ATL","8","E","E","E","I","E","I","E","U","E","M","Q","M","A","Q","A","39.048801420","-84.667800900","33.636700000","-84.428101000","57.41","1","0"
"838","YHZ","YDF","12","E","E","E","I","E","I","E","U","E","M","Q","M","A","Q","A","44.880798340","-63.508598330","49.210800170","-57.391399380","57.48","1","0"
"838","YDF","YHZ","12","E","E","E","I","E","I","E","U","E","M","Q","M","A","Q","A","49.210800170","-57.391399380","44.880798340","-63.508598330","57.5","1","0"
"001","DCA","BNA","11","E","E","E","I","E","I","E","U","E","M","Q","M","A","Q","A","38.852100000","-77.037697000","36.124500270","-86.678199770","57.54","1","0"
"006","LGA","ORF","17","E","E","E","I","E","I","E","U","E","M","Q","M","A","Q","A","40.777198790","-73.872596740","36.894599910","-76.201202390","57.54","2","0"
"001","CLT","PHL","18","E","E","E","I","E","I","E","U","E","M","Q","M","A","Q","A","35.214000700","-80.943099980","39.871898650","-75.241096500","57.57","1","0"
"001","MNL","CEB","19","E","E","E","I","E","I","E","U","E","M","Q","M","A","Q","A","14.508600000","121.019997000","10.307499890","123.978996300","57.58","1","0"
"006","JAX","MEM","15","E","E","E","I","E","I","E","U","E","M","Q","M","A","Q","A","30.494100570","-81.687896730","35.042400360","-89.976699830","57.58","1","0"
"006","MEM","FLL","11","E","E","E","I","E","I","E","U","E","M","Q","M","A","Q","A","35.042400360","-89.976699830","26.072599000","-80.152702000","57.6","1","0"
"006","ATL","CVG","17","E","E","E","I","E","I","E","U","E","M","Q","M","A","Q","A","33.636700000","-84.428101000","39.048801420","-84.667800900","57.64","1","0"
"006","MGM","ATL","20","E","E","E","I","E","I","E","U","E","M","Q","M","A","Q","A","32.300598140","-86.393997190","33.636700000","-84.428101000","57.66","2","0"
"006","CVG","DSM","6","E","E","E","I","E","I","E","U","E","M","Q","M","A","Q","A","39.048801420","-84.667800900","41.534000400","-93.663101200","57.73","1","0"
"205","FUK","MNL","14","E","E","E","I","E","I","E","U","E","M","Q","M","A","Q","A","33.585899350","130.451004000","14.508600000","121.019997000","57.8","1","0"
"205","MNL","FUK","11","E","E","E","I","E","I","E","U","E","M","Q","M","A","Q","A","14.508600000","121.019997000","33.585899350","130.451004000","57.8","1","0"
"006","MCI","LAX","17","E","E","E","I","E","I","E","U","E","M","Q","M","A","Q","A","39.297600000","-94.713898000","33.942501070","-118.407997100","57.83","1","0"
"006","CVG","MEM","17","E","E","E","I","E","I","E","U","E","M","Q","M","A","Q","A","39.048801420","-84.667800900","35.042400360","-89.976699830","57.87","1","0"
"006","ATL","MCO","18","E","E","E","I","E","I","E","U","E","M","Q","M","A","Q","A","33.636700000","-84.428101000","28.429399490","-81.308998110","57.87","1","0"
"005","RIC","EWR","1","E","E","E","I","E","I","E","U","E","M","Q","M","A","Q","A","37.505199430","-77.319702150","40.692501070","-74.168701170","57.96","2","0"
"006","BWI","ATL","18","E","E","E","I","E","I","E","U","E","M","Q","M","A","Q","A","39.175400000","-76.668297000","33.636700000","-84.428101000","57.98","1","0"
"027","SJC","LAX","12","E","E","E","I","E","I","E","U","E","M","Q","M","A","Q","A","37.362598000","-121.929001000","33.942501070","-118.407997100","58","1","0"
"001","PHL","CHI","7","E","E","E","I","E","I","E","U","E","M","Q","M","A","Q","A","39.871898650","-75.241096500","-6.201809883","-77.856101990","58.02","1","0"
"006","ORF","DTW","20","E","E","E","I","E","I","E","U","E","M","Q","M","A","Q","A","36.894599910","-76.201202390","42.212398530","-83.353401180","58.1","1","0"
"006","ICN","MNL","19","E","E","E","I","E","I","E","U","E","M","Q","M","A","Q","A","37.469100950","126.450996400","14.508600000","121.019997000","58.13","1","0"
"006","ALB","ATL","17","E","E","E","I","E","I","E","U","E","M","Q","M","A","Q","A","42.748298650","-73.801696780","33.636700000","-84.428101000","58.16","1","0"
"005","LCH","IAH","9","E","E","E","I","E","I","E","U","E","M","Q","M","A","Q","A","30.126100540","-93.223297120","29.984399800","-95.341400150","58.16","2","0"
"006","MKE","ATL","13","E","E","E","I","E","I","E","U","E","M","Q","M","A","Q","A","42.947200780","-87.896598820","33.636700000","-84.428101000","58.18","1","0"
"795","SYD","PQQ","1","E","E","E","I","E","I","E","U","E","M","Q","M","A","Q","A","-33.946098330","151.177002000","-31.435800550","152.863006600","58.22","1","0"
"375","SUB","SIN","1","E","E","E","I","E","I","E","U","E","M","Q","M","A","Q","A","-7.379829884","112.787002600","1.350190000","103.994003000","58.22","1","0"
"006","ATL","PWM","17","E","E","E","I","E","I","E","U","E","M","Q","M","A","Q","A","33.636700000","-84.428101000","43.646198270","-70.309303280","58.24","1","0"
"006","DTW","ALB","18","E","E","E","I","E","I","E","U","E","M","Q","M","A","Q","A","42.212398530","-83.353401180","42.748298650","-73.801696780","58.3","1","0"
"157","MNL","WNP","39","E","E","E","I","E","I","E","U","E","M","Q","M","A","Q","A","14.508600000","121.019997000","13.584899900","123.269996600","58.34","1","0"
"005","IAH","JAN","8","E","E","E","I","E","I","E","U","E","M","Q","M","A","Q","A","29.984399800","-95.341400150","32.311199190","-90.075897220","58.41","1","0"
"001","MEX","MIA","18","E","E","E","I","E","I","E","U","E","M","Q","M","A","Q","A","19.436300000","-99.072098000","25.793199540","-80.290603640","58.46","1","0"
"006","CVG","MCO","4","E","E","E","I","E","I","E","U","E","M","Q","M","A","Q","A","39.048801420","-84.667800900","28.429399490","-81.308998110","58.53","1","0"
"006","BNA","CVG","6","E","E","E","I","E","I","E","U","E","M","Q","M","A","Q","A","36.124500270","-86.678199770","39.048801420","-84.667800900","58.64","2","0"
"006","ATL","DTW","20","E","E","E","I","E","I","E","U","E","M","Q","M","A","Q","A","33.636700000","-84.428101000","42.212398530","-83.353401180","58.68","1","0"
"006","DTW","PBI","11","E","E","E","I","E","I","E","U","E","M","Q","M","A","Q","A","42.212398530","-83.353401180","26.683200840","-80.095596310","58.72","1","0"
"006","PBI","DTW","15","E","E","E","I","E","I","E","U","E","M","Q","M","A","Q","A","26.683200840","-80.095596310","42.212398530","-83.353401180","58.76","1","0"
"006","TLH","ATL","15","E","E","E","I","E","I","E","U","E","M","Q","M","A","Q","A","30.396499630","-84.350303650","33.636700000","-84.428101000","58.83","1","0"
"005","IAH","LCH","9","E","E","E","I","E","I","E","U","E","M","Q","M","A","Q","A","29.984399800","-95.341400150","30.126100540","-93.223297120","58.86","2","0"
"001","AMA","DFW","16","E","E","E","I","E","I","E","U","E","M","Q","M","A","Q","A","35.219398000","-101.706001000","32.896801000","-97.038002000","58.88","1","0"
"006","DTW","ORD","13","E","E","E","I","E","I","E","U","E","M","Q","M","A","Q","A","42.212398530","-83.353401180","41.978600000","-87.904800000","58.95","1","0"
"593","RUH","AJF","1","E","E","E","I","E","I","E","U","E","M","Q","M","A","Q","A","24.957599640","46.698799130","29.785100940","40.099998470","59","1","0"
"327","LIH","HNL","1","E","E","E","I","E","I","E","U","E","M","Q","M","A","Q","A","21.975999830","-159.339004500","21.320620000","-157.924228000","59","1","0"
"006","ATL","SDF","6","E","E","E","I","E","I","E","U","E","M","Q","M","A","Q","A","33.636700000","-84.428101000","38.174400000","-85.736000000","59","2","0"
"001","DFW","ACT","20","E","E","E","I","E","I","E","U","E","M","Q","M","A","Q","A","32.896801000","-97.038002000","31.611299510","-97.230499270","59.01","1","0"
"006","DTW","CHS","13","E","E","E","I","E","I","E","U","E","M","Q","M","A","Q","A","42.212398530","-83.353401180","32.898601530","-80.040496830","59.02","1","0"
"006","SLC","DEN","4","E","E","E","I","E","I","E","U","E","M","Q","M","A","Q","A","40.788398740","-111.977996800","39.861698150","-104.672996500","59.05","1","0"
"006","DEN","SLC","4","E","E","E","I","E","I","E","U","E","M","Q","M","A","Q","A","39.861698150","-104.672996500","40.788398740","-111.977996800","59.06","1","0"
"006","MCO","MSY","6","E","E","E","I","E","I","E","U","E","M","Q","M","A","Q","A","28.429399490","-81.308998110","29.993400570","-90.258003230","59.14","1","0"
"006","ATL","AUS","6","E","E","E","I","E","I","E","U","E","M","Q","M","A","Q","A","33.636700000","-84.428101000","30.194499970","-97.669898990","59.23","1","0"
"005","MOB","HOU","8","E","E","E","I","E","I","E","U","E","M","Q","M","A","Q","A","30.691200260","-88.242797850","29.645399090","-95.278900150","59.23","1","0"
"838","YOW","YQM","1","E","E","E","I","E","I","E","U","E","M","Q","M","A","Q","A","45.322498320","-75.669197080","46.112201690","-64.678596500","59.28","1","0"
"006","LIT","DTW","17","E","E","E","I","E","I","E","U","E","M","Q","M","A","Q","A","34.729400630","-92.224296570","42.212398530","-83.353401180","59.36","1","0"
"205","MNL","DRW","12","E","E","E","I","E","I","E","U","E","M","Q","M","A","Q","A","14.508600000","121.019997000","-12.414699550","130.876998900","59.37","1","0"
"205","DRW","MNL","12","E","E","E","I","E","I","E","U","E","M","Q","M","A","Q","A","-12.414699550","130.876998900","14.508600000","121.019997000","59.37","1","0"
"006","BOS","BWI","6","E","E","E","I","E","I","E","U","E","M","Q","M","A","Q","A","42.364299770","-71.005203250","39.175400000","-76.668297000","59.44","2","0"
"006","TPA","MEM","8","E","E","E","I","E","I","E","U","E","M","Q","M","A","Q","A","27.975500110","-82.533203130","35.042400360","-89.976699830","59.52","1","0"
"006","MCO","MIA","13","E","E","E","I","E","I","E","U","E","M","Q","M","A","Q","A","28.429399490","-81.308998110","25.793199540","-80.290603640","59.58","2","0"
"006","LAX","MCI","17","E","E","E","I","E","I","E","U","E","M","Q","M","A","Q","A","33.942501070","-118.407997100","39.297600000","-94.713898000","59.59","1","0"
"006","ATL","TUL","11","E","E","E","I","E","I","E","U","E","M","Q","M","A","Q","A","33.636700000","-84.428101000","36.198398590","-95.888099670","59.59","1","0"
"006","JFK","RIC","8","E","E","E","I","E","I","E","U","E","M","Q","M","A","Q","A","40.639801030","-73.778900150","37.505199430","-77.319702150","59.6","2","0"
"157","CRK","WNP","39","E","E","E","I","E","I","E","U","E","M","Q","M","A","Q","A","15.186000000","120.559998000","13.584899900","123.269996600","59.62","4","1"
"006","TPA","CVG","8","E","E","E","I","E","I","E","U","E","M","Q","M","A","Q","A","27.975500110","-82.533203130","39.048801420","-84.667800900","59.8","1","0"
"006","PHL","ATL","4","E","E","E","I","E","I","E","U","E","M","Q","M","A","Q","A","39.871898650","-75.241096500","33.636700000","-84.428101000","59.82","1","0"
"001","DFW","IAH","26","E","E","E","I","E","I","E","U","E","M","Q","M","A","Q","A","32.896801000","-97.038002000","29.984399800","-95.341400150","59.9","1","0"
"006","SDF","CVG","6","E","E","E","I","E","I","E","U","E","M","Q","M","A","Q","A","38.174400000","-85.736000000","39.048801420","-84.667800900","59.9","4","1"
"006","ATL","LGA","8","E","E","E","I","E","I","E","U","E","M","Q","M","A","Q","A","33.636700000","-84.428101000","40.777198790","-73.872596740","59.94","1","0"
"006","NYC","ATL","8","E","E","E","I","E","I","E","U","E","M","Q","M","A","Q","A","62.110001000","65.614998000","33.636700000","-84.428101000","59.95","1","0"
"006","DTW","IND","17","E","E","E","I","E","I","E","U","E","M","Q","M","A","Q","A","42.212398530","-83.353401180","39.717300000","-86.294403000","59.97","2","0"
